Student ID,Gender,Counselor,ELL Status,Double Math,FRPL Status,Grade Level,Home Language,Date of Birth,Race/Ethnicity,Transfer Student,Special Education Status
2250669,Female,Natalie O'connell,No,,Free,10,English,12/7/2005,Hispanic,No,No
2240682,Female,Natalie O'connell,No,,Paid,11,Spanish,2/2/2006,Hispanic,No,No
2240684,Male,Natalie O'connell,Yes,,Free,11,Spanish,1/1/2006,Hispanic,No,No
2250670,Male,Natalie O'connell,No,,Free,10,English,3/13/2007,Hispanic,No,No
2250671,Female,Natalie O'connell,No,,Free,10,Spanish,11/16/2006,Hispanic,No,No
2260606,Male,Natalie O'connell,Yes,Yes,Free,9,Spanish,3/29/2008,Hispanic,Yes,No
2230682,Female,Natalie O'connell,Yes,,Free,12,Spanish,9/15/2004,Hispanic,No,Yes
2240685,Female,Natalie O'connell,No,,Paid,11,English,11/4/2005,Hispanic,No,No
2250672,Male,Natalie O'connell,Yes,,Free,10,English,9/12/2006,Hispanic,No,No
2250674,Male,Natalie O'connell,No,,Paid,10,Spanish,10/29/2006,Hispanic,No,No
2240687,Female,Natalie O'connell,Yes,,Free,11,Spanish,3/18/2005,American Indian or Alaskan Nat,No,No
2240688,Female,Natalie O'connell,No,,Free,11,English,6/12/2005,Hispanic,No,No
2240689,Male,Natalie O'connell,No,,Free,11,Spanish,3/5/2006,Hispanic,No,Yes
2260607,Male,Natalie O'connell,Yes,,Free,9,Spanish,12/19/2007,Hispanic,Yes,No
2260602,Female,Natalie O'connell,Yes,,Free,9,Spanish,8/19/2008,Hispanic,Yes,No
2260608,Female,Natalie O'connell,Yes,,Free,9,English,2/17/2008,Hispanic,Yes,No
4250685,Male,Natalie O'connell,No,,Free,10,English,12/30/2006,Hispanic,No,No
2250675,Female,Natalie O'connell,No,,Free,10,English,2/19/2007,White,No,No
2240690,Female,Natalie O'connell,No,,Paid,11,Spanish,1/30/2006,Hispanic,No,No
2250676,Male,Natalie O'connell,No,,Paid,10,Spanish,4/9/2007,Hispanic,No,No
2250677,Male,Natalie O'connell,No,,Free,10,Spanish,10/4/2006,Hispanic,No,Yes
2260610,Male,Natalie O'connell,Yes,,Reduced,9,English,6/24/2008,Hispanic,Yes,No
2250679,Female,Natalie O'connell,No,,Paid,10,English,3/29/2007,Black or African American,No,No
2260611,Male,Natalie O'connell,No,Yes,Free,9,English,3/7/2008,Black or African American,Yes,No
2240692,Female,Natalie O'connell,Yes,,Free,11,English,5/28/2006,Hispanic,No,No
2240693,Male,Natalie O'connell,No,,Paid,11,Spanish,6/11/2006,Hispanic,No,No
2250680,Male,Natalie O'connell,No,,Free,10,Spanish,9/14/2006,Hispanic,No,No
2260612,Male,Natalie O'connell,No,,Paid,9,English,5/11/2008,Hispanic,Yes,No
2240695,Female,Natalie O'connell,Yes,,Free,11,Spanish,6/23/2006,Hispanic,No,No
2240697,Male,Natalie O'connell,No,,Free,11,English,12/2/2005,Hispanic,No,No
2240696,Female,Natalie O'connell,No,,Free,11,Spanish,8/6/2006,Hispanic,No,Yes
2250681,Male,Natalie O'connell,Yes,,Free,10,English,11/27/2006,Hispanic,No,No
2260613,Male,Natalie O'connell,No,,Free,9,English,10/14/2007,Hispanic,Yes,No
2260614,Male,Natalie O'connell,No,,Free,9,English,11/25/2007,Hispanic,Yes,No
2231091,Female,Natalie O'connell,No,,Free,12,Spanish,1/5/2004,Hispanic,Yes,Yes
2240698,Male,Natalie O'connell,No,,Free,11,Spanish,4/4/2006,Hispanic,No,No
2260976,Male,Aseneth Ruiz,Yes,,Free,9,Spanish,11/21/2007,Hispanic,No,No
2260616,Male,Aseneth Ruiz,Yes,,Free,9,Spanish,1/25/2008,Hispanic,Yes,No
2230690,Female,Aseneth Ruiz,Yes,,Free,12,Spanish,3/16/2005,Hispanic,No,No
2260615,Female,Natalie O'connell,No,,Free,9,Spanish,4/9/2008,Hispanic,Yes,No
2250682,Male,Natalie O'connell,Yes,,Free,10,Spanish,12/13/2006,Hispanic,No,No
2260617,Male,Natalie O'connell,No,,Free,9,English,5/20/2008,Multiracial/Ethnic,Yes,No
2250683,Female,Natalie O'connell,No,Yes,Free,10,English,4/18/2007,Black or African American,No,No
2260618,Male,Natalie O'connell,No,Yes,Free,9,English,7/17/2008,Black or African American,Yes,No
2260619,Male,Natalie O'connell,No,,Paid,9,English,4/6/2008,White,Yes,No
2260620,Male,Natalie O'connell,No,,Free,9,English,10/5/2007,Black or African American,Yes,Yes
2260622,Female,Natalie O'connell,No,Yes,Free,9,English,8/28/2008,Black or African American,Yes,No
2250684,Female,Natalie O'connell,No,Yes,Free,10,English,5/11/2007,White,No,No
2240702,Female,Natalie O'connell,No,,Free,11,English,1/23/2006,Multiracial/Ethnic,No,No
4260700,Female,Natalie O'connell,No,,Free,9,English,2/16/2008,Black or African American,Yes,No
2250685,Male,Natalie O'connell,Yes,,Free,10,Spanish,6/26/2007,Hispanic,No,No
2250686,Male,Natalie O'connell,No,,Free,10,Spanish,9/19/2006,Hispanic,No,No
2240703,Male,Natalie O'connell,No,,Free,11,English,4/25/2006,Hispanic,No,No
2240704,Male,Natalie O'connell,No,,Paid,11,English,1/20/2006,Hispanic,No,No
2250687,Male,Natalie O'connell,No,,Reduced,10,English,7/16/2007,Hispanic,No,Yes
2240927,Female,Natalie O'connell,Yes,,Reduced,11,Spanish,10/11/2005,Hispanic,No,No
2250688,Male,Natalie O'connell,Yes,,Free,10,Spanish,1/6/2007,Hispanic,No,Yes
2260624,Male,Natalie O'connell,No,,Free,9,Spanish,8/16/2008,Hispanic,Yes,No
2260625,Female,Natalie O'Connell,Yes,Yes,Free,9,Spanish,6/7/2008,Hispanic,No,No
2250689,Female,Natalie O'connell,Yes,,Free,10,Spanish,12/25/2006,Hispanic,No,No
2251091,Male,Natalie O'Connell,No,Yes,Paid,10,English,8/8/2007,Hispanic,Yes,No
2250690,Female,Natalie O'connell,No,,Paid,10,English,5/9/2007,Hispanic,No,No
2260626,Female,Natalie O'connell,No,Yes,Free,9,English,3/15/2007,Hispanic,Yes,Yes
2240705,Male,Natalie O'connell,No,,Reduced,11,English,9/14/2005,Hispanic,No,No
2240706,Female,Natalie O'connell,No,,Free,11,Spanish,7/16/2006,Hispanic,No,No
2250691,Male,Natalie O'connell,No,,Free,10,Spanish,8/28/2007,Hispanic,No,No
4250699,Male,Natalie O'connell,No,,Paid,10,English,5/1/2007,Hispanic,No,No
2240707,Male,Natalie O'connell,No,Yes,Free,11,English,6/11/2006,Hispanic,No,No
2240708,Female,Natalie O'connell,No,,Free,11,Spanish,3/25/2006,Hispanic,No,No
2260628,Male,Natalie O'connell,No,,Free,9,English,1/8/2008,Hispanic,Yes,No
2240709,Male,Natalie O'connell,No,,Free,11,Spanish,7/17/2006,Hispanic,No,No
2240710,Female,Natalie O'connell,No,,Free,11,English,4/27/2006,Hispanic,No,No
2240711,Male,Natalie O'connell,No,,Free,11,Spanish,12/4/2005,Hispanic,No,No
2250693,Female,Natalie O'connell,No,Yes,Reduced,10,Spanish,8/1/2007,Hispanic,No,No
2250694,Male,Natalie O'connell,Yes,,Free,10,Spanish,6/7/2007,White,No,No
2250695,Female,Natalie O'connell,No,,Paid,10,English,9/18/2006,Hispanic,No,No
2240712,Male,Natalie O'connell,No,,Free,11,Spanish,7/24/2006,Hispanic,No,No
2250696,Male,Natalie O'connell,Yes,,Free,10,Spanish,1/16/2007,Hispanic,No,No
2240715,Female,Natalie O'connell,No,,Free,11,English,12/7/2005,Hispanic,No,Yes
2260629,Male,Natalie O'connell,Yes,,Free,9,Spanish,1/15/2008,Hispanic,Yes,No
2260630,Male,Natalie O'connell,Yes,Yes,Free,9,Spanish,6/2/2008,Hispanic,Yes,No
2250699,Female,Natalie O'connell,Yes,,Free,10,English,6/2/2007,Hispanic,No,No
2260831,Female,Natalie O'connell,No,Yes,Free,9,English,12/16/2007,Hispanic,Yes,No
2250702,Female,Natalie O'connell,No,Yes,Free,10,English,7/1/2007,Hispanic,No,No
2260632,Female,Natalie O'connell,No,,Free,9,Spanish,9/17/2007,Hispanic,Yes,No
2250704,Female,Natalie O'connell,No,,Paid,10,English,1/2/2007,Hispanic,No,No
2240718,Female,Natalie O'connell,Yes,Yes,Free,11,Spanish,4/5/2006,Hispanic,No,No
2240719,Female,Natalie O'connell,No,Yes,Paid,11,Spanish,3/27/2006,Hispanic,No,No
2260978,Male,Natalie O'Connell,No,,Reduced,9,English,8/19/2008,Hispanic,Yes,No
4250704,Female,Natalie O'connell,No,,Reduced,10,Spanish,8/1/2007,Hispanic,No,No
2260633,Female,Natalie O'connell,No,,Paid,9,Spanish,8/12/2008,Hispanic,Yes,No
2240720,Male,Natalie O'connell,No,,Free,11,Spanish,6/28/2006,Hispanic,No,No
2260634,Female,Natalie O'Connell,Yes,Yes,Free,9,English,12/19/2007,Hispanic,No,No
2250705,Female,Natalie O'connell,No,,Free,10,English,3/22/2007,Hispanic,No,No
2240722,Male,Natalie O'connell,No,Yes,Free,11,English,4/10/2006,Hispanic,No,No
2241071,Female,Aseneth Ruiz,Yes,,Free,11,Spanish,10/19/2006,Hispanic,No,No
2260635,Female,Natalie O'connell,Yes,Yes,Free,9,Spanish,1/14/2008,Hispanic,Yes,No
2250944,Male,Natalie O'connell,No,,Paid,10,English,3/17/2007,Hispanic,No,No
2250706,Female,Natalie O'connell,No,,Free,10,English,6/18/2007,Hispanic,No,No
2250698,Male,Natalie O'connell,No,Yes,Free,10,English,8/16/2007,Hispanic,No,No
2240717,Male,Natalie O'connell,No,,Free,11,Spanish,12/6/2005,Hispanic,No,No
2250707,Male,Natalie O'connell,Yes,,Paid,10,Spanish,11/18/2006,Hispanic,No,No
2241073,Male,Aseneth Ruiz,Yes,,Free,11,Spanish,1/25/2007,Hispanic,No,No
2250703,Female,Natalie O'connell,Yes,Yes,Free,10,Spanish,6/23/2007,Hispanic,Yes,No
2260637,Female,Natalie O'connell,No,Yes,Paid,9,English,8/18/2008,Hispanic,Yes,No
2260638,Female,Natalie O'connell,No,,Free,9,Spanish,11/12/2007,Hispanic,Yes,No
2260639,Male,Natalie O'connell,No,,Free,9,English,11/5/2007,Hispanic,Yes,No
2240724,Female,Natalie O'connell,Yes,,Free,11,Spanish,10/20/2006,Hispanic,No,No
2250701,Female,Natalie O'connell,Yes,,Paid,10,Spanish,12/2/2006,Hispanic,No,No
2260824,Male,Natalie O'connell,No,Yes,Free,9,Spanish,9/15/2007,Hispanic,Yes,No
2240969,Female,Natalie O'connell,No,,Free,11,English,10/19/2005,Hispanic,No,Yes
2260640,Female,Natalie O'connell,Yes,Yes,Free,9,Spanish,11/4/2007,Hispanic,Yes,No
2250710,Male,Natalie O'connell,Yes,,Free,10,Spanish,5/26/2007,Hispanic,No,Yes
2250711,Male,Aseneth Ruiz,Yes,,Free,10,Spanish,4/5/2007,Hispanic,No,No
2250712,Male,Natalie O'connell,Yes,,Paid,10,Spanish,8/30/2007,Hispanic,No,No
2240727,Male,Natalie O'connell,Yes,,Free,11,English,2/18/2006,Hispanic,No,Yes
2240728,Female,Natalie O'connell,No,,Free,11,Spanish,8/4/2006,Hispanic,No,No
2260641,Male,Natalie O'connell,No,,Free,9,Spanish,11/17/2007,Hispanic,Yes,No
2260642,Male,Natalie O'connell,No,,Free,9,English,7/10/2008,Hispanic,Yes,No
2260643,Female,Natalie O'connell,No,Yes,Free,9,English,1/4/2008,Hispanic,Yes,No
2250715,Female,Natalie O'connell,No,,Free,10,Spanish,6/19/2007,Hispanic,No,No
2240726,Female,Natalie O'connell,No,,Reduced,11,Spanish,12/8/2005,Hispanic,No,No
2250716,Male,Natalie O'connell,No,,Paid,10,English,2/19/2007,White,No,No
2260644,Male,Natalie O'connell,No,Yes,Free,9,English,6/2/2008,Hispanic,Yes,No
2240730,Female,Natalie O'connell,No,,Free,11,Spanish,3/20/2006,Hispanic,No,No
2250717,Female,Natalie O'connell,No,,Free,10,English,9/2/2007,Hispanic,No,No
2240731,Female,Natalie O'connell,No,,Free,11,English,3/6/2006,Black or African American,No,No
2250718,Female,Natalie O'connell,No,,Paid,10,English,11/19/2006,Multiracial/Ethnic,No,No
2250719,Male,Aseneth Ruiz,Yes,,Free,10,Spanish,12/3/2006,Hispanic,No,No
2250720,Male,Natalie O'connell,No,Yes,Free,10,English,10/7/2006,Hispanic,No,No
2240931,Female,Natalie O'connell,No,,Paid,11,Spanish,6/23/2006,Hispanic,No,No
2250721,Female,Natalie O'connell,No,,Free,10,English,4/15/2007,Hispanic,No,No
2250723,Female,Natalie O'connell,No,,Paid,10,Spanish,4/26/2007,Hispanic,No,No
4260719,Male,Aseneth Ruiz,Yes,,Free,9,Spanish,12/22/2008,Hispanic,Yes,No
2240732,Male,Natalie O'connell,No,Yes,Free,11,Spanish,6/30/2006,Hispanic,No,No
2260645,Male,Natalie O'connell,No,Yes,Free,9,Spanish,8/9/2007,Hispanic,Yes,No
2240733,Female,Natalie O'connell,No,,Free,11,English,11/14/2005,White,No,No
2230974,Female,Natalie O'connell,No,,Free,12,English,8/24/2005,White,No,Yes
2240734,Female,Natalie O'connell,Yes,,Free,11,Spanish,6/28/2005,Hispanic,No,No
2250945,Female,Natalie O'connell,No,,Paid,10,English,8/11/2007,Hispanic,No,No
2250956,Female,Natalie O'connell,No,,Paid,10,English,10/7/2006,Hispanic,No,No
2260646,Male,Natalie O'connell,No,Yes,Free,9,English,8/19/2007,Black or African American,Yes,No
2250725,Male,Natalie O'connell,Yes,,Free,10,Spanish,3/4/2007,Hispanic,No,No
2241101,Male,Aseneth Ruiz,Yes,,Free,11,Spanish,3/8/2006,Hispanic,No,No
2260970,Male,Aseneth Ruiz,Yes,,Free,9,Spanish,4/3/2009,Hispanic,Yes,No
2240736,Male,Natalie O'connell,Yes,Yes,Paid,11,English,12/10/2005,Hispanic,No,Yes
2250727,Female,Natalie O'connell,No,,Paid,10,English,1/19/2007,White,No,No
2260649,Female,Natalie O'connell,No,,Free,9,English,5/3/2008,Hispanic,Yes,No
2230709,Male,Natalie O'connell,No,,Free,12,Spanish,10/30/2004,Hispanic,No,No
2250728,Male,Natalie O'connell,No,,Free,10,English,8/1/2007,White,No,No
2250729,Male,Natalie O'connell,No,,Reduced,10,Spanish,1/5/2007,Hispanic,No,No
2250730,Male,Natalie O'connell,No,Yes,Free,10,Spanish,6/9/2007,Hispanic,No,No
2240738,Male,Natalie O'connell,No,,Paid,11,Spanish,7/20/2006,Hispanic,No,No
2250731,Female,Natalie O'connell,No,,Free,10,Spanish,1/3/2007,Hispanic,No,No
2250732,Female,Natalie O'connell,No,,Paid,10,English,2/20/2007,Hispanic,No,No
2240740,Female,Natalie O'connell,No,,Free,11,English,3/8/2006,White,No,No
4240775,Male,Natalie O'connell,No,,Reduced,11,English,6/6/2005,Hispanic,No,Yes
2260869,Male,Natalie O'connell,No,,Free,9,English,5/1/2008,White,Yes,No
2250931,Male,Natalie O'connell,No,,Reduced,10,English,4/30/2007,Hispanic,No,No
2260870,Female,Natalie O'connell,No,,Paid,9,English,8/22/2008,White,Yes,No
2240741,Female,Natalie O'connell,No,Yes,Paid,11,English,2/2/2006,White,No,No
2260871,Female,Lindsey Furczyk,No,,Paid,9,English,10/28/2007,White,Yes,No
2230716,Male,Lindsey Furczyk,No,Yes,Free,12,Spanish,6/30/2005,Hispanic,No,No
2260651,Female,Lindsey Furczyk,No,Yes,Free,9,Spanish,12/12/2007,Hispanic,Yes,No
2250991,Male,Aseneth Ruiz,Yes,,Free,10,Spanish,10/15/2006,Hispanic,No,No
2250733,Male,Lindsey Furczyk,No,,Free,10,English,1/26/2007,Hispanic,No,No
2250734,Male,Lindsey Furczyk,No,,Paid,10,English,8/3/2007,Hispanic,No,No
2250735,Female,Lindsey Furczyk,No,,Free,10,Spanish,11/10/2006,Hispanic,No,No
2260652,Female,Lindsey Furczyk,No,,Free,9,Spanish,3/18/2008,Hispanic,Yes,No
2260653,Male,Lindsey Furczyk,No,,Free,9,Spanish,2/10/2008,Hispanic,Yes,No
2250736,Female,Lindsey Furczyk,No,,Paid,10,English,5/13/2007,Hispanic,No,No
2250737,Female,Lindsey Furczyk,Yes,,Paid,10,Spanish,3/17/2007,Hispanic,No,No
2260872,Female,Lindsey Furczyk,No,,Paid,9,English,3/17/2008,Hispanic,Yes,No
2250738,Female,Lindsey Furczyk,No,Yes,Paid,10,Spanish,4/25/2007,Hispanic,No,No
2251076,Female,Aseneth Ruiz,Yes,,Free,11,Spanish,6/3/2006,Hispanic,No,No
2250739,Female,Lindsey Furczyk,Yes,,Free,10,Spanish,3/24/2007,Hispanic,No,No
2260654,Male,Lindsey Furczyk,Yes,,Free,9,Spanish,7/12/2008,Hispanic,Yes,No
2250972,Female,Lindsey Furczyk,No,,Free,10,Spanish,11/18/2006,Hispanic,No,No
2240745,Female,Lindsey Furczyk,No,,Free,11,Spanish,4/13/2006,Hispanic,No,No
2240744,Male,Lindsey Furczyk,No,,Free,11,Spanish,5/7/2006,Hispanic,No,No
2260655,Female,Lindsey Furczyk,Yes,,Free,9,Spanish,8/15/2008,Hispanic,Yes,No
4240330,Female,Lindsey Furczyk,No,,Free,11,English,5/12/2006,Hispanic,No,No
2260656,Female,Lindsey Furczyk,No,Yes,Free,9,English,1/24/2008,Hispanic,Yes,No
2250741,Female,Lindsey Furczyk,No,,Reduced,10,English,11/7/2006,Hispanic,No,No
2260657,Female,Lindsey Furczyk,Yes,,Free,9,Spanish,10/18/2007,Hispanic,Yes,No
2240746,Female,Lindsey Furczyk,Yes,,Free,11,Spanish,4/25/2006,Hispanic,No,Yes
2240747,Female,Lindsey Furczyk,No,Yes,Free,11,Spanish,7/19/2005,Hispanic,No,No
2240961,Male,Lindsey Furczyk,No,,Free,11,Spanish,7/10/2006,Hispanic,Yes,No
2251098,Female,Lindsey Furczyk,Yes,Yes,Free,10,English,7/8/2007,Hispanic,Yes,Yes
2260658,Female,Lindsey Furczyk,Yes,,Free,9,Spanish,9/13/2007,Hispanic,Yes,No
4240331,Female,Lindsey Furczyk,No,,Free,11,Spanish,9/1/2006,Hispanic,No,No
2260659,Female,Lindsey Furczyk,Yes,,Free,9,Spanish,10/17/2007,Hispanic,Yes,No
2260941,Female,Lindsey Furczyk,No,Yes,Free,9,Spanish,2/8/2008,Hispanic,Yes,No
2260660,Male,Lindsey Furczyk,No,,Free,9,English,10/5/2007,Hispanic,Yes,No
2240749,Male,Lindsey Furczyk,No,,Free,11,English,7/3/2006,Hispanic,No,No
2240750,Female,Lindsey Furczyk,No,,Paid,11,Spanish,12/10/2005,Hispanic,No,No
2260948,Male,Aseneth Ruiz,Yes,,Free,9,Spanish,7/17/2007,Hispanic,Yes,No
2260661,Male,Lindsey Furczyk,No,Yes,Free,9,Spanish,5/10/2008,Hispanic,Yes,No
2260662,Male,Lindsey Furczyk,Yes,Yes,Reduced,9,Spanish,10/13/2007,Hispanic,Yes,No
2260663,Female,Lindsey Furczyk,Yes,Yes,Paid,9,Spanish,1/22/2008,Hispanic,Yes,No
2240751,Male,Lindsey Furczyk,No,,Free,11,English,7/28/2006,Hispanic,No,No
2250745,Female,Lindsey Furczyk,No,,Free,10,English,9/19/2006,Hispanic,No,No
2250746,Male,Lindsey Furczyk,No,,Reduced,10,Spanish,5/31/2007,Hispanic,No,No
2240752,Male,Lindsey Furczyk,Yes,,Free,11,Spanish,7/25/2006,Hispanic,No,Yes
2260940,Female,Aseneth Ruiz,Yes,,Free,9,Spanish,1/18/2008,Hispanic,Yes,No
4260734,Female,Lindsey Furczyk,No,,Free,9,English,3/15/2008,Hispanic,Yes,No
2260666,Male,Lindsey Furczyk,No,Yes,Paid,9,English,12/11/2007,Hispanic,Yes,No
2240754,Female,Lindsey Furczyk,No,,Free,11,Spanish,10/26/2005,Hispanic,No,No
2240755,Female,Lindsey Furczyk,No,,Paid,11,Spanish,12/20/2005,Hispanic,No,No
2260668,Male,Lindsey Furczyk,No,,Free,9,English,11/3/2007,Black or African American,Yes,No
2240756,Female,Lindsey Furczyk,No,,Paid,11,English,11/14/2005,Hispanic,No,No
2250743,Male,Lindsey Furczyk,Yes,,Free,10,English,10/18/2006,Hispanic,No,No
2250742,Male,Lindsey Furczyk,Yes,Yes,Free,10,English,6/19/2007,Hispanic,No,No
2241116,Male,Aseneth Ruiz,Yes,,Free,11,Spanish,1/21/2006,Hispanic,Yes,No
2260669,Female,Lindsey Furczyk,Yes,Yes,Free,9,Spanish,4/30/2008,Hispanic,Yes,No
2250749,Male,Lindsey Furczyk,No,,Free,10,Spanish,10/3/2006,Hispanic,No,No
2240757,Female,Lindsey Furczyk,No,Yes,Free,11,Spanish,1/5/2006,Hispanic,No,No
2250750,Male,Lindsey Furczyk,No,,Paid,10,English,9/16/2006,Hispanic,No,No
2260670,Female,Lindsey Furczyk,No,Yes,Paid,9,English,4/18/2008,Hispanic,Yes,No
2260671,Female,Lindsey Furczyk,No,,Paid,9,English,11/8/2007,Hispanic,Yes,No
2260672,Male,Lindsey Furczyk,No,,Free,9,Spanish,5/18/2008,Hispanic,Yes,No
4250748,Male,Lindsey Furczyk,Yes,,Paid,10,Spanish,7/6/2007,Hispanic,No,No
2260673,Male,Lindsey Furczyk,No,,Free,9,Spanish,8/19/2008,Hispanic,Yes,No
2240760,Female,Lindsey Furczyk,No,,Free,11,English,11/11/2005,Hispanic,No,No
2240759,Male,Lindsey Furczyk,Yes,,Free,11,Spanish,11/25/2005,Hispanic,No,No
2260846,Male,Lindsey Furczyk,No,,Free,9,Spanish,1/15/2008,Hispanic,Yes,No
2241083,Male,Aseneth Ruiz,Yes,,Free,10,Spanish,8/7/2006,Hispanic,No,No
2260674,Male,Lindsey Furczyk,Yes,Yes,Free,9,English,3/23/2008,Hispanic,Yes,No
2260676,Female,Lindsey Furczyk,No,,Paid,9,English,11/3/2007,Asian or Pacific Islander,Yes,No
2260979,Female,Aseneth Ruiz,Yes,,Free,9,Spanish,1/9/2007,Hispanic,No,No
4240340,Male,Lindsey Furczyk,No,,Paid,11,Spanish,9/19/2005,Hispanic,No,No
2250752,Male,Lindsey Furczyk,Yes,,Free,10,Spanish,3/15/2007,Hispanic,No,No
2260677,Male,Lindsey Furczyk,No,Yes,Free,9,English,3/2/2008,Hispanic,Yes,No
2260678,Female,Lindsey Furczyk,No,Yes,Free,9,English,5/1/2008,Multiracial/Ethnic,Yes,No
2230738,Male,Lindsey Furczyk,No,,Free,12,English,10/30/2004,Black or African American,No,Yes
2250947,Male,Lindsey Furczyk,No,,Paid,10,English,2/24/2007,White,No,No
2240761,Female,Lindsey Furczyk,No,,Free,11,English,8/10/2006,White,No,No
2240762,Female,Lindsey Furczyk,No,,Reduced,11,English,3/11/2006,White,No,No
2260873,Male,Lindsey Furczyk,No,,Reduced,9,English,2/7/2008,White,Yes,Yes
2250753,Male,Lindsey Furczyk,No,,Paid,10,English,12/2/2006,Hispanic,No,No
2260680,Female,Lindsey Furczyk,No,,Free,9,English,10/8/2007,White,Yes,No
2250754,Female,Lindsey Furczyk,No,,Free,10,English,3/24/2007,White,No,Yes
2250755,Female,Lindsey Furczyk,No,,Free,10,English,3/18/2007,Black or African American,No,Yes
2260681,Female,Lindsey Furczyk,No,Yes,Free,9,English,12/13/2007,Black or African American,Yes,No
2260825,Male,Lindsey Furczyk,No,,Paid,9,English,1/28/2008,Black or African American,Yes,No
2260683,Female,Lindsey Furczyk,No,,Paid,9,English,9/19/2006,Hispanic,Yes,No
2240765,Female,Lindsey Furczyk,No,,Free,11,Spanish,8/26/2006,Hispanic,No,No
2250981,Female,Lindsey Furczyk,No,,Paid,10,English,4/9/2007,Hispanic,No,No
2240766,Male,Lindsey Furczyk,No,,Paid,11,English,3/24/2006,Hispanic,No,No
2240768,Male,Lindsey Furczyk,No,,Free,11,Spanish,9/2/2005,Hispanic,No,No
2250758,Female,Lindsey Furczyk,No,,Free,10,English,11/29/2006,Hispanic,No,No
2250759,Male,Lindsey Furczyk,No,,Free,10,English,2/15/2007,Hispanic,No,No
2260685,Male,Lindsey Furczyk,No,,Free,9,English,6/18/2008,Hispanic,Yes,No
2250998,Male,Lindsey Furczyk,Yes,Yes,Paid,10,Spanish,8/17/2007,Hispanic,No,No
2250949,Male,Lindsey Furczyk,No,,Free,10,English,10/29/2006,Hispanic,No,No
2260686,Female,Lindsey Furczyk,No,,Free,9,Spanish,7/1/2008,White,No,Yes
2250760,Male,Lindsey Furczyk,Yes,,Free,10,English,12/1/2006,Hispanic,No,Yes
2240769,Male,Lindsey Furczyk,No,,Free,11,Spanish,2/11/2006,Hispanic,No,No
2260687,Male,Lindsey Furczyk,No,Yes,Free,9,English,11/2/2007,Hispanic,Yes,No
2240772,Female,Lindsey Furczyk,No,,Free,11,English,1/4/2006,White,No,No
2240773,Male,Lindsey Furczyk,No,Yes,Free,11,English,5/25/2006,Hispanic,No,No
2251150,Female,Lindsey Furczyk,No,,Free,10,English,9/23/2006,Black or African American,No,No
2250762,Female,Lindsey Furczyk,No,,Free,10,English,3/28/2007,Black or African American,No,No
2250771,Male,Lindsey Furczyk,No,,Free,10,English,3/28/2007,Black or African American,No,No
2250763,Male,Lindsey Furczyk,No,,Free,10,English,2/26/2007,White,No,Yes
2240774,Male,Lindsey Furczyk,No,,Free,11,English,7/29/2005,Hispanic,No,No
2240775,Female,Lindsey Furczyk,No,,Free,11,Spanish,3/6/2006,Hispanic,No,No
2260917,Male,Lindsey Furczyk,No,Yes,Free,9,English,5/17/2008,Black or African American,Yes,No
2260689,Female,Lindsey Furczyk,Yes,Yes,Free,9,Spanish,6/11/2008,Hispanic,Yes,No
2250765,Female,Lindsey Furczyk,No,,Free,10,Spanish,8/11/2007,Hispanic,No,No
2260691,Female,Lindsey Furczyk,Yes,,Free,9,English,5/30/2008,Hispanic,Yes,No
2260692,Female,Lindsey Furczyk,No,,Reduced,9,English,8/23/2008,Hispanic,Yes,No
2241103,Female,Aseneth Ruiz,Yes,,Paid,11,Spanish,10/29/2006,Hispanic,No,No
2260972,Female,Aseneth Ruiz,Yes,,Paid,9,Spanish,5/6/2008,Hispanic,Yes,No
2260693,Female,Lindsey Furczyk,No,,Free,9,English,4/28/2008,Black or African American,Yes,No
2240779,Male,Lindsey Furczyk,No,,Free,11,English,5/12/2006,Black or African American,Yes,No
2240771,Male,Lindsey Furczyk,No,,Free,11,English,5/10/2006,Black or African American,No,Yes
2260694,Male,Lindsey Furczyk,No,,Free,9,English,12/15/2007,Black or African American,Yes,No
2250768,Male,Lindsey Furczyk,Yes,,Free,10,Spanish,6/5/2007,Hispanic,No,Yes
2250769,Male,Lindsey Furczyk,No,,Reduced,10,English,1/8/2007,White,No,No
2251017,Female,Lindsey Furczyk,No,Yes,Free,10,English,9/27/2006,Black or African American,No,No
2250770,Male,Lindsey Furczyk,No,,Paid,10,English,3/12/2007,White,No,No
4250781,Female,Lindsey Furczyk,No,,Free,10,English,3/10/2007,Hispanic,No,No
2241023,Female,Lindsey Furczyk,No,,Free,11,English,6/23/2006,Black or African American,No,No
2250773,Male,Lindsey Furczyk,No,,Free,10,English,8/13/2007,Multiracial/Ethnic,No,No
4240351,Male,Lindsey Furczyk,No,,Free,11,English,4/2/2006,Black or African American,No,No
2240005,Female,Lindsey Furczyk,No,,Paid,11,English,12/24/2005,White,No,No
2250774,Female,Lindsey Furczyk,No,Yes,Paid,10,English,1/4/2007,White,No,Yes
2260004,Male,Lindsey Furczyk,No,,Paid,9,English,4/23/2008,White,Yes,No
2260695,Female,Lindsey Furczyk,No,Yes,Free,9,English,3/20/2008,Black or African American,Yes,Yes
2240786,Male,Lindsey Furczyk,No,,Free,11,English,1/6/2006,Black or African American,No,No
2260697,Male,Lindsey Furczyk,No,Yes,Free,9,English,5/15/2007,Hispanic,Yes,No
