Department,Course Number,Course Name,Request Type,Grade,StudentNumber
Social Studies,0704F1,World Affairs,R,9,2260784
Social Studies,0704F2,World Affairs,R,9,2260784
Social Studies,0704F1,World Affairs,R,9,2260786
Social Studies,0704F2,World Affairs,R,9,2260786
Social Studies,0704F1,World Affairs,R,9,2260787
Social Studies,0704F2,World Affairs,R,9,2260787
Social Studies,0704F1,World Affairs,R,9,2260788
Social Studies,0704F2,World Affairs,R,9,2260788
Social Studies,0743S,Economics SIOP,R,12,2221167
Social Studies,0752S,American Government SIOP,R,12,2221167
Social Studies,0704F1,World Affairs,R,9,2260790
Social Studies,0704F2,World Affairs,R,9,2260790
Social Studies,0704F1,World Affairs,R,11,2240882
Social Studies,0704F2,World Affairs,R,11,2240882
Social Studies,0704F1,World Affairs,R,9,2260792
Social Studies,0704F2,World Affairs,R,9,2260792
Social Studies,0704F1,World Affairs,R,9,2260793
Social Studies,0704F2,World Affairs,R,9,2260793
Social Studies,0704F1,World Affairs,R,9,2260796
Social Studies,0704F2,World Affairs,R,9,2260796
Social Studies,0704F1,World Affairs,R,9,2260797
Social Studies,0704F2,World Affairs,R,9,2260797
Social Studies,0704F1,World Affairs,R,9,2260798
Social Studies,0704F2,World Affairs,R,9,2260798
Social Studies,740,Law,R,12,4230066
Social Studies,740,Law,R,12,2230112
Social Studies,740,Law,R,12,2231057
Social Studies,740,Law,R,12,2230891
Social Studies,740,Law,R,11,4240037
Social Studies,740,Law,R,10,2251041
Social Studies,740,Law,R,11,2240109
Social Studies,740,Law,R,10,2250103
Social Studies,740,Law,E,10,2250106
Social Studies,740,Law,R,11,2240122
Social Studies,740,Law,R,11,2240148
Social Studies,740,Law,R,12,2231055
Social Studies,740,Law,R,10,2250184
Social Studies,740,Law,E,12,2230177
Social Studies,740,Law,R,10,2250201
Social Studies,740,Law,E,12,2231072
Social Studies,740,Law,R,10,2250212
Social Studies,740,Law,R,12,4230220
Social Studies,740,Law,R,10,2251037
Social Studies,740,Law,R,10,2250241
Social Studies,740,Law,E,10,2250262
Social Studies,740,Law,E,10,2250258
Social Studies,740,Law,R,10,2250260
Social Studies,740,Law,R,11,4240058
Social Studies,740,Law,R,10,4250999
Social Studies,740,Law,E,12,2230259
Social Studies,740,Law,R,12,2230264
Social Studies,740,Law,R,10,2250310
Social Studies,740,Law,R,11,2240323
Social Studies,740,Law,E,12,2230318
Social Studies,740,Law,R,10,2250357
Social Studies,740,Law,R,10,2250360
Social Studies,740,Law,E,12,2230350
Social Studies,740,Law,E,12,2230359
Social Studies,740,Law,E,12,2230379
Social Studies,740,Law,E,12,4220350
Social Studies,740,Law,R,10,2250424
Social Studies,740,Law,R,10,4250430
Social Studies,740,Law,R,12,2230442
Social Studies,740,Law,R,11,2240460
Social Studies,740,Law,R,10,2250450
Social Studies,740,Law,R,10,2250454
Social Studies,740,Law,R,12,2220445
Social Studies,740,Law,R,12,2231099
Social Studies,740,Law,R,10,2251018
Social Studies,740,Law,R,9,2250513
Social Studies,740,Law,R,10,2250530
Social Studies,740,Law,R,10,2250996
Social Studies,740,Law,R,10,2250537
Social Studies,740,Law,E,12,2230568
Social Studies,740,Law,R,12,2231109
Social Studies,740,Law,R,12,2230593
Social Studies,740,Law,R,12,2231040
Social Studies,740,Law,R,11,2240624
Social Studies,740,Law,R,10,2250633
Social Studies,740,Law,R,11,2240646
Social Studies,740,Law,R,11,2240661
Social Studies,740,Law,R,12,4230694
Social Studies,740,Law,R,12,2220901
Social Studies,740,Law,E,11,2240686
Social Studies,740,Law,R,10,2250674
Social Studies,740,Law,E,12,4240748
Social Studies,740,Law,R,10,2250683
Social Studies,740,Law,R,10,2250701
Social Studies,740,Law,E,10,2250710
Social Studies,740,Law,E,12,2230710
Social Studies,740,Law,R,12,2230973
Social Studies,740,Law,E,10,2250736
Social Studies,740,Law,R,10,4250748
Social Studies,740,Law,R,12,2230739
Social Studies,740,Law,R,12,2230742
Social Studies,740,Law,R,10,2250981
Social Studies,740,Law,R,12,2230752
Social Studies,740,Law,R,10,2250771
Social Studies,740,Law,R,12,2230774
Social Studies,740,Law,R,12,2231090
Social Studies,740,Law,R,12,2230797
Social Studies,740,Law,R,10,2250815
Social Studies,740,Law,R,10,2250817
Social Studies,740,Law,R,11,2240842
Social Studies,740,Law,R,10,2250872
Social Studies,740,Law,R,12,2230898
Social Studies,740,Law,R,12,2221167
Social Studies,743,Economics,R,12,2231026
Social Studies,743,Economics,E,11,2240017
Social Studies,743,Economics,R,12,2230021
Social Studies,743,Economics,E,11,2240019
Social Studies,743,Economics,R,12,2230022
Social Studies,743,Economics,R,12,2230025
Social Studies,743,Economics,R,12,2231061
Social Studies,743,Economics,R,12,2230028
Social Studies,743,Economics,R,12,2230029
Social Studies,743,Economics,R,12,2230030
Social Studies,743,Economics,E,12,2230031
Social Studies,743,Economics,R,12,2230035
Social Studies,743,Economics,R,12,2230037
Social Studies,743,Economics,R,12,2230038
Social Studies,743,Economics,R,12,4230057
Social Studies,743,Economics,E,12,2230040
Social Studies,743,Economics,R,12,2230041
Social Studies,743,Economics,R,12,2231086
Social Studies,743,Economics,R,12,2230042
Social Studies,743,Economics,R,12,2230043
Social Studies,743,Economics,R,12,2231021
Social Studies,743,Economics,R,12,2230044
Social Studies,743,Economics,R,12,2230046
Social Studies,743,Economics,R,12,2230045
Social Studies,743,Economics,R,12,2230049
Social Studies,743,Economics,R,12,4230066
Social Studies,743,Economics,R,12,4230068
Social Studies,743,Economics,E,12,2230055
Social Studies,743,Economics,R,12,2230056
Social Studies,743,Economics,R,12,2230963
Social Studies,743,Economics,R,12,2230058
Social Studies,743,Economics,R,12,2230891
Social Studies,743,Economics,R,12,2230938
Social Studies,743,Economics,E,12,2230061
Social Studies,743,Economics,R,12,2230062
Social Studies,743,Economics,R,12,2230066
Social Studies,743,Economics,R,12,2230065
Social Studies,743,Economics,R,12,2230072
Social Studies,743,Economics,R,12,2230073
Social Studies,743,Economics,R,12,2230074
Social Studies,743,Economics,R,12,2230075
Social Studies,743,Economics,R,12,2230077
Social Studies,743,Economics,R,12,2230078
Social Studies,743,Economics,R,12,2230079
Social Studies,743,Economics,R,12,2230081
Social Studies,743,Economics,R,12,2230082
Social Studies,743,Economics,R,12,2230087
Social Studies,743,Economics,R,12,2230088
Social Studies,743,Economics,R,12,2230925
Social Studies,743,Economics,R,12,2230092
Social Studies,743,Economics,E,12,2230094
Social Studies,743,Economics,R,12,4230110
Social Studies,743,Economics,E,11,2240113
Social Studies,743,Economics,R,12,2230099
Social Studies,743,Economics,R,12,2230100
Social Studies,743,Economics,R,12,2230101
Social Studies,743,Economics,R,12,2230102
Social Studies,743,Economics,R,12,2230893
Social Studies,743,Economics,R,12,2230103
Social Studies,743,Economics,R,12,2230108
Social Studies,743,Economics,R,12,2230109
Social Studies,743,Economics,R,12,2230111
Social Studies,743,Economics,R,12,2230002
Social Studies,743,Economics,R,12,2230113
Social Studies,743,Economics,R,12,2230114
Social Studies,743,Economics,R,12,2230115
Social Studies,743,Economics,R,12,2230117
Social Studies,743,Economics,R,12,2230119
Social Studies,743,Economics,R,12,2230120
Social Studies,743,Economics,R,12,2230121
Social Studies,743,Economics,R,12,2230124
Social Studies,743,Economics,R,12,2230125
Social Studies,743,Economics,R,12,2230130
Social Studies,743,Economics,R,12,2230131
Social Studies,743,Economics,R,12,2230133
Social Studies,743,Economics,R,12,2231055
Social Studies,743,Economics,R,12,2230134
Social Studies,743,Economics,R,12,2230135
Social Studies,743,Economics,R,12,2230136
Social Studies,743,Economics,R,12,2230138
Social Studies,743,Economics,R,12,2230139
Social Studies,743,Economics,R,12,2230140
Social Studies,743,Economics,R,12,2230141
Social Studies,743,Economics,R,12,2230142
Social Studies,743,Economics,R,12,2230144
Social Studies,743,Economics,E,11,2241096
Social Studies,743,Economics,R,12,2230147
Social Studies,743,Economics,R,12,2230149
Social Studies,743,Economics,R,12,2230150
Social Studies,743,Economics,R,12,2230151
Social Studies,743,Economics,E,11,2240192
Social Studies,743,Economics,R,12,2230153
Social Studies,743,Economics,R,12,2230154
Social Studies,743,Economics,R,12,2230155
Social Studies,743,Economics,R,12,2230126
Social Studies,743,Economics,R,12,2230157
Social Studies,743,Economics,R,12,2230163
Social Studies,743,Economics,R,12,2230165
Social Studies,743,Economics,R,12,2230954
Social Studies,743,Economics,R,12,4230188
Social Studies,743,Economics,R,12,2230178
Social Studies,743,Economics,R,12,2230184
Social Studies,743,Economics,R,12,2230169
Social Studies,743,Economics,R,12,2230171
Social Studies,743,Economics,R,12,2230172
Social Studies,743,Economics,R,12,2230175
Social Studies,743,Economics,R,12,2230176
Social Studies,743,Economics,R,12,2230983
Social Studies,743,Economics,R,12,2230179
Social Studies,743,Economics,R,12,2230181
Social Studies,743,Economics,R,12,2230182
Social Studies,743,Economics,R,12,2230183
Social Studies,743,Economics,R,12,2230186
Social Studies,743,Economics,R,12,2230187
Social Studies,743,Economics,R,12,2230192
Social Studies,743,Economics,R,12,2230199
Social Studies,743,Economics,R,12,2230196
Social Studies,743,Economics,R,12,2230897
Social Studies,743,Economics,R,12,2230197
Social Studies,743,Economics,R,12,2230198
Social Studies,743,Economics,R,12,2230201
Social Studies,743,Economics,R,12,2230203
Social Studies,743,Economics,E,12,2230204
Social Studies,743,Economics,R,12,2230205
Social Studies,743,Economics,E,12,2230207
Social Studies,743,Economics,R,12,2230212
Social Studies,743,Economics,R,12,2230213
Social Studies,743,Economics,R,12,2230214
Social Studies,743,Economics,R,12,2230921
Social Studies,743,Economics,R,12,2230007
Social Studies,743,Economics,R,12,2230219
Social Studies,743,Economics,R,12,2230221
Social Studies,743,Economics,E,11,2240260
Social Studies,743,Economics,R,12,2231018
Social Studies,743,Economics,R,12,4230262
Social Studies,743,Economics,R,12,2230981
Social Studies,743,Economics,R,12,2230230
Social Studies,743,Economics,R,12,2230233
Social Studies,743,Economics,R,12,2230236
Social Studies,743,Economics,R,12,2230237
Social Studies,743,Economics,R,12,2231030
Social Studies,743,Economics,R,12,2230239
Social Studies,743,Economics,R,12,2230939
Social Studies,743,Economics,R,12,2230240
Social Studies,743,Economics,R,12,2230269
Social Studies,743,Economics,E,12,2230243
Social Studies,743,Economics,R,12,4230276
Social Studies,743,Economics,R,12,2230245
Social Studies,743,Economics,R,12,2230248
Social Studies,743,Economics,R,12,2230249
Social Studies,743,Economics,E,12,2230252
Social Studies,743,Economics,R,12,2220246
Social Studies,743,Economics,R,12,2230253
Social Studies,743,Economics,R,12,2230255
Social Studies,743,Economics,R,12,2230257
Social Studies,743,Economics,R,12,2230258
Social Studies,743,Economics,R,12,2230259
Social Studies,743,Economics,R,12,2230267
Social Studies,743,Economics,R,12,2230262
Social Studies,743,Economics,R,12,2230261
Social Studies,743,Economics,R,12,2230263
Social Studies,743,Economics,R,12,2230901
Social Studies,743,Economics,R,12,2230265
Social Studies,743,Economics,R,12,4230290
Social Studies,743,Economics,R,12,2230270
Social Studies,743,Economics,R,12,2230955
Social Studies,743,Economics,R,12,2230273
Social Studies,743,Economics,R,12,2230277
Social Studies,743,Economics,R,12,2230280
Social Studies,743,Economics,R,12,2230283
Social Studies,743,Economics,R,12,2230284
Social Studies,743,Economics,R,12,2230285
Social Studies,743,Economics,R,12,2230287
Social Studies,743,Economics,R,12,2230289
Social Studies,743,Economics,R,12,2230290
Social Studies,743,Economics,R,12,2230291
Social Studies,743,Economics,R,12,2230292
Social Studies,743,Economics,R,12,2230293
Social Studies,743,Economics,R,12,2230294
Social Studies,743,Economics,R,12,2230296
Social Studies,743,Economics,R,12,2230295
Social Studies,743,Economics,E,12,4231099
Social Studies,743,Economics,E,12,2230298
Social Studies,743,Economics,R,12,2230272
Social Studies,743,Economics,R,12,2230302
Social Studies,743,Economics,R,12,2230303
Social Studies,743,Economics,R,12,2230308
Social Studies,743,Economics,R,12,2230978
Social Studies,743,Economics,R,12,2230310
Social Studies,743,Economics,R,12,2230675
Social Studies,743,Economics,R,12,2230312
Social Studies,743,Economics,R,12,2230315
Social Studies,743,Economics,R,12,2230317
Social Studies,743,Economics,R,12,2230319
Social Studies,743,Economics,R,12,2230320
Social Studies,743,Economics,R,12,2230321
Social Studies,743,Economics,R,12,2230323
Social Studies,743,Economics,R,12,2230324
Social Studies,743,Economics,R,12,4230330
Social Studies,743,Economics,R,12,2230330
Social Studies,743,Economics,R,12,2230331
Social Studies,743,Economics,R,12,2230332
Social Studies,743,Economics,R,12,2230333
Social Studies,743,Economics,R,12,2230325
Social Studies,743,Economics,R,12,2230337
Social Studies,743,Economics,R,12,2230902
Social Studies,743,Economics,R,12,2230354
Social Studies,743,Economics,R,12,2230355
Social Studies,743,Economics,R,12,2230356
Social Studies,743,Economics,R,12,2230357
Social Studies,743,Economics,R,12,2231044
Social Studies,743,Economics,R,12,2230358
Social Studies,743,Economics,R,12,2230008
Social Studies,743,Economics,E,12,2230360
Social Studies,743,Economics,R,12,2230361
Social Studies,743,Economics,R,12,2230914
Social Studies,743,Economics,E,12,2231080
Social Studies,743,Economics,R,12,2230363
Social Studies,743,Economics,E,12,2230365
Social Studies,743,Economics,R,12,2230349
Social Studies,743,Economics,R,12,2230366
Social Studies,743,Economics,R,12,2230348
Social Studies,743,Economics,R,12,2230367
Social Studies,743,Economics,R,12,2230967
Social Studies,743,Economics,R,12,2230369
Social Studies,743,Economics,R,12,2230977
Social Studies,743,Economics,E,12,2230371
Social Studies,743,Economics,R,12,2230372
Social Studies,743,Economics,R,12,2230373
Social Studies,743,Economics,R,12,2230375
Social Studies,743,Economics,R,12,2230377
Social Studies,743,Economics,R,12,2231042
Social Studies,743,Economics,R,12,4230384
Social Studies,743,Economics,R,12,2230378
Social Studies,743,Economics,R,12,2230379
Social Studies,743,Economics,R,12,2230381
Social Studies,743,Economics,R,12,2230386
Social Studies,743,Economics,E,12,4220350
Social Studies,743,Economics,R,12,2230387
Social Studies,743,Economics,R,12,2230389
Social Studies,743,Economics,E,12,2230391
Social Studies,743,Economics,R,12,2230392
Social Studies,743,Economics,R,12,2230394
Social Studies,743,Economics,R,12,4230396
Social Studies,743,Economics,R,12,2230396
Social Studies,743,Economics,R,12,2230398
Social Studies,743,Economics,R,12,2230399
Social Studies,743,Economics,R,12,2230402
Social Studies,743,Economics,R,12,2230403
Social Studies,743,Economics,R,12,4230416
Social Studies,743,Economics,R,12,2230408
Social Studies,743,Economics,R,12,2230410
Social Studies,743,Economics,R,12,2230412
Social Studies,743,Economics,R,12,2230415
Social Studies,743,Economics,R,12,2230413
Social Studies,743,Economics,R,12,2230416
Social Studies,743,Economics,R,12,2230904
Social Studies,743,Economics,E,12,2230906
Social Studies,743,Economics,R,12,2230417
Social Studies,743,Economics,R,12,2230422
Social Studies,743,Economics,R,12,2230428
Social Studies,743,Economics,R,12,2230430
Social Studies,743,Economics,R,12,2230431
Social Studies,743,Economics,R,12,2230434
Social Studies,743,Economics,R,12,2230945
Social Studies,743,Economics,R,12,2230440
Social Studies,743,Economics,E,12,2230443
Social Studies,743,Economics,R,12,2230442
Social Studies,743,Economics,R,12,2230445
Social Studies,743,Economics,R,12,2230446
Social Studies,743,Economics,R,12,2230447
Social Studies,743,Economics,R,12,2230448
Social Studies,743,Economics,R,12,2230449
Social Studies,743,Economics,R,12,2230450
Social Studies,743,Economics,R,12,2230453
Social Studies,743,Economics,R,12,2230455
Social Studies,743,Economics,R,12,2230456
Social Studies,743,Economics,R,12,2230457
Social Studies,743,Economics,R,12,2230452
Social Studies,743,Economics,R,12,2230915
Social Studies,743,Economics,E,12,2230461
Social Studies,743,Economics,R,12,2230463
Social Studies,743,Economics,R,12,2230464
Social Studies,743,Economics,R,12,2230466
Social Studies,743,Economics,R,12,2230467
Social Studies,743,Economics,R,12,2230471
Social Studies,743,Economics,R,12,2230472
Social Studies,743,Economics,R,12,2230488
Social Studies,743,Economics,R,12,2230474
Social Studies,743,Economics,R,12,2230476
Social Studies,743,Economics,R,12,2230479
Social Studies,743,Economics,R,12,2230482
Social Studies,743,Economics,R,12,2230483
Social Studies,743,Economics,R,12,2230959
Social Studies,743,Economics,R,12,2230499
Social Studies,743,Economics,R,12,2230493
Social Studies,743,Economics,R,12,2230494
Social Studies,743,Economics,R,12,2230496
Social Studies,743,Economics,R,12,2230497
Social Studies,743,Economics,R,12,2230490
Social Studies,743,Economics,R,12,2230502
Social Studies,743,Economics,R,12,2230498
Social Studies,743,Economics,R,12,2230503
Social Studies,743,Economics,R,12,2231067
Social Studies,743,Economics,R,12,2230504
Social Studies,743,Economics,E,12,2230506
Social Studies,743,Economics,R,12,2230508
Social Studies,743,Economics,R,12,2230510
Social Studies,743,Economics,E,12,4230524
Social Studies,743,Economics,R,12,2230512
Social Studies,743,Economics,R,12,2230505
Social Studies,743,Economics,R,12,2230515
Social Studies,743,Economics,R,12,2230517
Social Studies,743,Economics,R,12,2231105
Social Studies,743,Economics,R,12,2230520
Social Studies,743,Economics,R,12,4230532
Social Studies,743,Economics,R,12,2230521
Social Studies,743,Economics,R,12,2230524
Social Studies,743,Economics,R,12,2230526
Social Studies,743,Economics,R,12,2230529
Social Studies,743,Economics,R,12,2230530
Social Studies,743,Economics,R,12,2230533
Social Studies,743,Economics,R,12,2230535
Social Studies,743,Economics,E,12,2230536
Social Studies,743,Economics,R,12,2230537
Social Studies,743,Economics,R,12,2230538
Social Studies,743,Economics,R,12,2230539
Social Studies,743,Economics,R,12,2230544
Social Studies,743,Economics,R,12,2230545
Social Studies,743,Economics,E,12,2230546
Social Studies,743,Economics,R,12,2230550
Social Studies,743,Economics,R,12,2230010
Social Studies,743,Economics,R,12,2230553
Social Studies,743,Economics,R,12,2230555
Social Studies,743,Economics,R,12,2230556
Social Studies,743,Economics,R,12,2230560
Social Studies,743,Economics,R,12,2230561
Social Studies,743,Economics,R,12,2230563
Social Studies,743,Economics,R,12,2230564
Social Studies,743,Economics,R,12,2230565
Social Studies,743,Economics,R,12,2231084
Social Studies,743,Economics,R,12,2230569
Social Studies,743,Economics,R,12,2230570
Social Studies,743,Economics,R,12,2230571
Social Studies,743,Economics,R,12,2230573
Social Studies,743,Economics,R,12,2230575
Social Studies,743,Economics,R,12,2230577
Social Studies,743,Economics,R,12,2230581
Social Studies,743,Economics,R,12,2230582
Social Studies,743,Economics,R,12,2230917
Social Studies,743,Economics,R,12,2230907
Social Studies,743,Economics,R,12,4230593
Social Studies,743,Economics,R,11,2241043
Social Studies,743,Economics,E,12,4231052
Social Studies,743,Economics,R,12,2231058
Social Studies,743,Economics,R,12,2230587
Social Studies,743,Economics,R,12,4231011
Social Studies,743,Economics,R,12,2230011
Social Studies,743,Economics,R,12,2230589
Social Studies,743,Economics,R,12,2230922
Social Studies,743,Economics,R,12,4230617
Social Studies,743,Economics,R,12,2230597
Social Studies,743,Economics,R,12,2230599
Social Studies,743,Economics,R,12,2230601
Social Studies,743,Economics,R,12,2230602
Social Studies,743,Economics,R,12,2230606
Social Studies,743,Economics,R,12,2230605
Social Studies,743,Economics,R,12,2230607
Social Studies,743,Economics,R,12,2230610
Social Studies,743,Economics,R,12,2230608
Social Studies,743,Economics,R,12,2230614
Social Studies,743,Economics,R,12,2230613
Social Studies,743,Economics,R,12,2230621
Social Studies,743,Economics,R,12,2230622
Social Studies,743,Economics,R,12,2230626
Social Studies,743,Economics,R,12,2230627
Social Studies,743,Economics,R,12,2230628
Social Studies,743,Economics,R,12,2230631
Social Studies,743,Economics,R,12,4231096
Social Studies,743,Economics,R,12,2230633
Social Studies,743,Economics,R,12,2230634
Social Studies,743,Economics,E,12,2231017
Social Studies,743,Economics,R,12,2231097
Social Studies,743,Economics,R,12,2230636
Social Studies,743,Economics,R,12,2230637
Social Studies,743,Economics,R,12,2230638
Social Studies,743,Economics,R,12,2231104
Social Studies,743,Economics,R,12,2230013
Social Studies,743,Economics,R,12,2230644
Social Studies,743,Economics,R,12,2230650
Social Studies,743,Economics,R,12,2230652
Social Studies,743,Economics,R,12,2230656
Social Studies,743,Economics,R,12,2230660
Social Studies,743,Economics,E,12,2231006
Social Studies,743,Economics,R,12,2230664
Social Studies,743,Economics,R,12,2230668
Social Studies,743,Economics,E,12,2230663
Social Studies,743,Economics,R,12,4230699
Social Studies,743,Economics,E,12,2231045
Social Studies,743,Economics,E,12,2230670
Social Studies,743,Economics,R,12,2230658
Social Studies,743,Economics,E,12,2230961
Social Studies,743,Economics,R,12,2230680
Social Studies,743,Economics,R,12,2230681
Social Studies,743,Economics,R,12,2230683
Social Studies,743,Economics,R,12,4230710
Social Studies,743,Economics,E,12,2230684
Social Studies,743,Economics,E,11,2240695
Social Studies,743,Economics,R,12,2230689
Social Studies,743,Economics,R,12,2230694
Social Studies,743,Economics,R,12,2230950
Social Studies,743,Economics,R,12,2231002
Social Studies,743,Economics,R,12,2230701
Social Studies,743,Economics,R,12,2230702
Social Studies,743,Economics,E,12,2230703
Social Studies,743,Economics,R,12,2230704
Social Studies,743,Economics,R,12,2230709
Social Studies,743,Economics,R,12,2230015
Social Studies,743,Economics,R,12,2230710
Social Studies,743,Economics,R,12,2230711
Social Studies,743,Economics,E,12,2230712
Social Studies,743,Economics,R,12,2230713
Social Studies,743,Economics,R,12,2230714
Social Studies,743,Economics,R,12,2230716
Social Studies,743,Economics,R,12,2230718
Social Studies,743,Economics,E,12,2230719
Social Studies,743,Economics,R,12,2230721
Social Studies,743,Economics,R,12,2230722
Social Studies,743,Economics,R,12,2230735
Social Studies,743,Economics,R,12,4230750
Social Studies,743,Economics,R,12,2230725
Social Studies,743,Economics,R,12,2230726
Social Studies,743,Economics,R,12,2230729
Social Studies,743,Economics,R,12,2230730
Social Studies,743,Economics,R,12,2230965
Social Studies,743,Economics,E,12,2230732
Social Studies,743,Economics,R,12,2230733
Social Studies,743,Economics,R,12,2220628
Social Studies,743,Economics,R,12,2230734
Social Studies,743,Economics,R,12,2230724
Social Studies,743,Economics,R,12,4230756
Social Studies,743,Economics,R,12,2231046
Social Studies,743,Economics,R,12,2230736
Social Studies,743,Economics,R,12,4230932
Social Studies,743,Economics,R,12,2230737
Social Studies,743,Economics,E,12,2230740
Social Studies,743,Economics,E,12,2230741
Social Studies,743,Economics,R,12,2230742
Social Studies,743,Economics,R,12,2230943
Social Studies,743,Economics,R,12,2230743
Social Studies,743,Economics,R,12,2230744
Social Studies,743,Economics,R,12,2230745
Social Studies,743,Economics,R,12,2230768
Social Studies,743,Economics,R,12,2230757
Social Studies,743,Economics,R,12,2230759
Social Studies,743,Economics,R,12,2230762
Social Studies,743,Economics,R,12,2230765
Social Studies,743,Economics,R,12,2230766
Social Studies,743,Economics,R,12,4230794
Social Studies,743,Economics,R,12,2230920
Social Studies,743,Economics,R,12,2230769
Social Studies,743,Economics,R,12,2231090
Social Studies,743,Economics,R,12,2230910
Social Studies,743,Economics,R,12,2230783
Social Studies,743,Economics,R,12,2231041
Social Studies,743,Economics,R,12,2230786
Social Studies,743,Economics,R,12,2231076
Social Studies,743,Economics,R,12,4230840
Social Studies,743,Economics,R,12,2230790
Social Studies,743,Economics,R,12,2230791
Social Studies,743,Economics,R,12,2230017
Social Studies,743,Economics,R,12,2230016
Social Studies,743,Economics,R,12,2230795
Social Studies,743,Economics,R,12,2230796
Social Studies,743,Economics,R,12,2230797
Social Studies,743,Economics,R,12,2230800
Social Studies,743,Economics,R,12,2230804
Social Studies,743,Economics,R,12,2230805
Social Studies,743,Economics,R,12,2230807
Social Studies,743,Economics,E,12,2230808
Social Studies,743,Economics,R,12,2230811
Social Studies,743,Economics,R,12,2230894
Social Studies,743,Economics,R,12,2230814
Social Studies,743,Economics,R,12,2230816
Social Studies,743,Economics,R,12,2230815
Social Studies,743,Economics,R,12,2230819
Social Studies,743,Economics,R,12,2230821
Social Studies,743,Economics,R,12,2230944
Social Studies,743,Economics,R,12,2230827
Social Studies,743,Economics,R,12,2230828
Social Studies,743,Economics,R,12,2230833
Social Studies,743,Economics,E,12,2231083
Social Studies,743,Economics,R,12,2230839
Social Studies,743,Economics,R,12,2230840
Social Studies,743,Economics,R,12,2230841
Social Studies,743,Economics,R,12,2230771
Social Studies,743,Economics,E,12,2231075
Social Studies,743,Economics,R,12,2231031
Social Studies,743,Economics,R,12,2230843
Social Studies,743,Economics,R,12,2230005
Social Studies,743,Economics,R,12,2230913
Social Studies,743,Economics,R,12,2230849
Social Studies,743,Economics,R,12,2230851
Social Studies,743,Economics,R,12,2230858
Social Studies,743,Economics,R,12,2230867
Social Studies,743,Economics,E,12,2231107
Social Studies,743,Economics,R,12,2230873
Social Studies,743,Economics,R,12,2230876
Social Studies,743,Economics,R,12,2231103
Social Studies,743,Economics,R,12,2230880
Social Studies,743,Economics,E,12,2221167
Social Studies,743,Economics,R,12,2230882
Social Studies,743,Economics,R,12,2230884
Social Studies,743,Economics,R,12,2230885
Social Studies,743,Economics,R,12,2231070
Social Studies,743,Economics,R,12,2230886
Social Studies,743,Economics,R,12,2230931
Social Studies,745,AP Microeconomics,R,12,2230020
Social Studies,745,AP Microeconomics,R,12,2230033
Social Studies,745,AP Microeconomics,R,12,2230040
Social Studies,745,AP Microeconomics,R,12,2230048
Social Studies,745,AP Microeconomics,R,12,2230055
Social Studies,745,AP Microeconomics,R,12,2230112
Social Studies,745,AP Microeconomics,R,12,2231057
Social Studies,745,AP Microeconomics,R,12,2230069
Social Studies,745,AP Microeconomics,R,12,2230090
Social Studies,745,AP Microeconomics,R,12,2230098
Social Studies,745,AP Microeconomics,R,12,2230122
Social Studies,745,AP Microeconomics,R,12,2230127
Social Studies,745,AP Microeconomics,R,12,2230167
Social Studies,745,AP Microeconomics,R,12,2230006
Social Studies,745,AP Microeconomics,R,12,2230897
Social Studies,745,AP Microeconomics,R,12,2230224
Social Studies,745,AP Microeconomics,R,12,2230227
Social Studies,745,AP Microeconomics,R,12,2230232
Social Studies,745,AP Microeconomics,R,12,2230256
Social Studies,745,AP Microeconomics,R,12,2230264
Social Studies,745,AP Microeconomics,R,12,2230242
Social Studies,745,AP Microeconomics,R,12,2230275
Social Studies,745,AP Microeconomics,R,12,2230318
Social Studies,745,AP Microeconomics,R,12,2230339
Social Studies,745,AP Microeconomics,R,12,2230350
Social Studies,745,AP Microeconomics,R,12,2230352
Social Studies,745,AP Microeconomics,R,12,2230364
Social Studies,745,AP Microeconomics,R,12,2230401
Social Studies,745,AP Microeconomics,E,12,2230904
Social Studies,745,AP Microeconomics,R,12,2230435
Social Studies,745,AP Microeconomics,R,12,2230439
Social Studies,745,AP Microeconomics,R,12,2230915
Social Studies,745,AP Microeconomics,R,12,2230462
Social Studies,745,AP Microeconomics,R,12,2230468
Social Studies,745,AP Microeconomics,R,12,2230495
Social Studies,745,AP Microeconomics,R,12,2230547
Social Studies,745,AP Microeconomics,R,12,2230549
Social Studies,745,AP Microeconomics,R,12,2230568
Social Studies,745,AP Microeconomics,R,12,2230576
Social Studies,745,AP Microeconomics,R,12,2230593
Social Studies,745,AP Microeconomics,R,12,2230597
Social Studies,745,AP Microeconomics,R,12,2230615
Social Studies,745,AP Microeconomics,R,12,2230618
Social Studies,745,AP Microeconomics,R,12,2230620
Social Studies,745,AP Microeconomics,R,12,2230648
Social Studies,745,AP Microeconomics,R,12,2230649
Social Studies,745,AP Microeconomics,R,12,2230665
Social Studies,745,AP Microeconomics,R,12,2230679
Social Studies,745,AP Microeconomics,R,12,2230685
Social Studies,745,AP Microeconomics,R,12,2230687
Social Studies,745,AP Microeconomics,R,12,2230918
Social Studies,745,AP Microeconomics,R,12,2230739
Social Studies,745,AP Microeconomics,R,12,2230741
Social Studies,745,AP Microeconomics,R,12,2230753
Social Studies,745,AP Microeconomics,R,12,2230758
Social Studies,745,AP Microeconomics,R,12,2230779
Social Studies,745,AP Microeconomics,R,12,2230780
Social Studies,745,AP Microeconomics,R,12,2230783
